# Rejected / skipped decks log
# format: <reason> | url=<source_url> event=<event> placement=<placement>
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27976 event=Special Event Turin placement=62
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27977 event=Special Event Turin placement=63
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27978 event=Special Event Turin placement=65
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27980 event=Special Event Turin placement=67
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27982 event=Special Event Turin placement=69
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27985 event=Special Event Turin placement=72
invalid: unresolved: "Transformation Tome" CRI 83 not in pool | url=https://limitlesstcg.com/decks/list/27986 event=Special Event Turin placement=74
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27987 event=Special Event Turin placement=75
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27988 event=Special Event Turin placement=76
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27991 event=Special Event Turin placement=79
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27993 event=Special Event Turin placement=81
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27995 event=Special Event Turin placement=84
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27996 event=Special Event Turin placement=85
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27997 event=Special Event Turin placement=86
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27998 event=Special Event Turin placement=88
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/26792 event=Special Event Turin placement=89
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27999 event=Special Event Turin placement=92
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28000 event=Special Event Turin placement=93
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28002 event=Special Event Turin placement=96
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28004 event=Special Event Turin placement=100
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28005 event=Special Event Turin placement=101
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28006 event=Special Event Turin placement=102
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28008 event=Special Event Turin placement=104
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28009 event=Special Event Turin placement=105
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28012 event=Special Event Turin placement=110
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28013 event=Special Event Turin placement=112
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28015 event=Special Event Turin placement=116
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28016 event=Special Event Turin placement=117
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28017 event=Special Event Turin placement=118
invalid: unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool; unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/28018 event=Special Event Turin placement=119
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28019 event=Special Event Turin placement=120
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28020 event=Special Event Turin placement=121
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28022 event=Special Event Turin placement=123
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28023 event=Special Event Turin placement=125
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28025 event=Special Event Turin placement=129
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28027 event=Special Event Turin placement=131
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28030 event=Special Event Turin placement=134
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/27600 event=Special Event Turin placement=137
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool | url=https://limitlesstcg.com/decks/list/28033 event=Special Event Turin placement=139
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28034 event=Special Event Turin placement=141
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28035 event=Special Event Turin placement=142
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28036 event=Special Event Turin placement=143
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28037 event=Special Event Turin placement=144
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28038 event=Special Event Turin placement=145
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28039 event=Special Event Turin placement=146
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28040 event=Special Event Turin placement=147
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28042 event=Special Event Turin placement=149
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28043 event=Special Event Turin placement=150
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28046 event=Special Event Turin placement=154
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28047 event=Special Event Turin placement=155
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28049 event=Special Event Turin placement=157
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28052 event=Special Event Turin placement=160
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28054 event=Special Event Turin placement=163
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28055 event=Special Event Turin placement=164
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28056 event=Special Event Turin placement=165
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28057 event=Special Event Turin placement=166
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28059 event=Special Event Turin placement=168
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28060 event=Special Event Turin placement=169
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28061 event=Special Event Turin placement=171
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28062 event=Special Event Turin placement=172
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28063 event=Special Event Turin placement=173
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28066 event=Special Event Turin placement=176
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28067 event=Special Event Turin placement=177
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28069 event=Special Event Turin placement=179
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28070 event=Special Event Turin placement=180
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28071 event=Special Event Turin placement=181
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28073 event=Special Event Turin placement=183
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28074 event=Special Event Turin placement=184
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28075 event=Special Event Turin placement=185
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28076 event=Special Event Turin placement=186
invalid: unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool; unresolved: "Prism Tower" CRI 80 not in pool | url=https://limitlesstcg.com/decks/list/28077 event=Special Event Turin placement=187
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28078 event=Special Event Turin placement=189
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28080 event=Special Event Turin placement=191
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28081 event=Special Event Turin placement=192
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28082 event=Special Event Turin placement=194
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28084 event=Special Event Turin placement=196
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28085 event=Special Event Turin placement=197
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28086 event=Special Event Turin placement=198
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28087 event=Special Event Turin placement=200
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "AZ's Tranquility" CRI 76 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28088 event=Special Event Turin placement=201
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28089 event=Special Event Turin placement=202
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28090 event=Special Event Turin placement=204
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28091 event=Special Event Turin placement=205
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28092 event=Special Event Turin placement=206
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28093 event=Special Event Turin placement=207
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28095 event=Special Event Turin placement=209
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28096 event=Special Event Turin placement=210
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28097 event=Special Event Turin placement=211
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28098 event=Special Event Turin placement=212
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28099 event=Special Event Turin placement=213
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28100 event=Special Event Turin placement=214
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28101 event=Special Event Turin placement=215
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28102 event=Special Event Turin placement=216
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool | url=https://limitlesstcg.com/decks/list/28103 event=Special Event Turin placement=218
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28104 event=Special Event Turin placement=219
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28106 event=Special Event Turin placement=221
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28107 event=Special Event Turin placement=222
invalid: unresolved: "Walking Wake ex" TEF 50 not in pool | url=https://limitlesstcg.com/decks/list/28108 event=Special Event Turin placement=226
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28109 event=Special Event Turin placement=227
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28114 event=Special Event Turin placement=232
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28115 event=Special Event Turin placement=233
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28117 event=Special Event Turin placement=235
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28119 event=Special Event Turin placement=238
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28120 event=Special Event Turin placement=239
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28121 event=Special Event Turin placement=240
invalid: ambiguous name "Beldum" CRI 59 -> 2 IDs; unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28123 event=Special Event Turin placement=244
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28124 event=Special Event Turin placement=246
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28125 event=Special Event Turin placement=247
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28127 event=Special Event Turin placement=249
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28128 event=Special Event Turin placement=250
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28130 event=Special Event Turin placement=255
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28131 event=Special Event Turin placement=256
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28132 event=Special Event Turin placement=257
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28135 event=Special Event Turin placement=260
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28136 event=Special Event Turin placement=261
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28137 event=Special Event Turin placement=262
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28139 event=Special Event Turin placement=264
invalid: unresolved: "Armarouge" SSP 34 not in pool | url=https://limitlesstcg.com/decks/list/28142 event=Special Event Turin placement=267
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28143 event=Special Event Turin placement=269
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28144 event=Special Event Turin placement=270
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28146 event=Special Event Turin placement=272
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28147 event=Special Event Turin placement=273
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28149 event=Special Event Turin placement=276
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28150 event=Special Event Turin placement=277
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Bubbly Water Energy" CRI 84 not in pool | url=https://limitlesstcg.com/decks/list/28151 event=Special Event Turin placement=279
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28152 event=Special Event Turin placement=281
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28156 event=Special Event Turin placement=285
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28158 event=Special Event Turin placement=288
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28159 event=Special Event Turin placement=289
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28161 event=Special Event Turin placement=293
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28163 event=Special Event Turin placement=296
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28167 event=Special Event Turin placement=300
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28169 event=Special Event Turin placement=302
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28170 event=Special Event Turin placement=303
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28171 event=Special Event Turin placement=304
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28172 event=Special Event Turin placement=305
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28174 event=Special Event Turin placement=307
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28175 event=Special Event Turin placement=309
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28176 event=Special Event Turin placement=310
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28178 event=Special Event Turin placement=313
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28180 event=Special Event Turin placement=315
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28181 event=Special Event Turin placement=316
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28182 event=Special Event Turin placement=317
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28183 event=Special Event Turin placement=318
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28184 event=Special Event Turin placement=319
invalid: unresolved: "Weedle" CRI 1 not in pool; unresolved: "Kakuna" CRI 2 not in pool; unresolved: "Beedrill ex" CRI 3 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28185 event=Special Event Turin placement=320
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28186 event=Special Event Turin placement=321
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28187 event=Special Event Turin placement=322
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28190 event=Special Event Turin placement=325
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28191 event=Special Event Turin placement=326
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28192 event=Special Event Turin placement=327
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28193 event=Special Event Turin placement=328
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28194 event=Special Event Turin placement=329
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28196 event=Special Event Turin placement=333
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28197 event=Special Event Turin placement=335
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28198 event=Special Event Turin placement=336
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28199 event=Special Event Turin placement=338
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28201 event=Special Event Turin placement=340
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28204 event=Special Event Turin placement=344
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28205 event=Special Event Turin placement=345
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28206 event=Special Event Turin placement=347
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28207 event=Special Event Turin placement=348
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28208 event=Special Event Turin placement=349
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28209 event=Special Event Turin placement=350
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28211 event=Special Event Turin placement=354
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28212 event=Special Event Turin placement=356
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28214 event=Special Event Turin placement=358
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28216 event=Special Event Turin placement=360
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28217 event=Special Event Turin placement=361
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28218 event=Special Event Turin placement=362
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28219 event=Special Event Turin placement=363
invalid: unresolved: "Philippe" CRI 79 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28220 event=Special Event Turin placement=364
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28221 event=Special Event Turin placement=365
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28222 event=Special Event Turin placement=366
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28223 event=Special Event Turin placement=367
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/28224 event=Special Event Turin placement=368
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28228 event=Special Event Turin placement=372
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28229 event=Special Event Turin placement=373
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28230 event=Special Event Turin placement=374
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28231 event=Special Event Turin placement=376
invalid: unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28232 event=Special Event Turin placement=377
invalid: ambiguous name "Froakie" CRI 20 -> 2 IDs; unresolved: "Mega Greninja ex" CRI 22 not in pool; unresolved: "Special Red Card" CRI 82 not in pool | url=https://limitlesstcg.com/decks/list/28233 event=Special Event Turin placement=380
invalid: unresolved: "Armarouge" SSP 34 not in pool | url=https://limitlesstcg.com/decks/list/27633 event=Regional Indianapolis placement=40
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27699 event=Regional Indianapolis placement=150
invalid: ambiguous name "Eevee" SCR 113 -> 3 IDs | url=https://limitlesstcg.com/decks/list/27748 event=Regional Indianapolis placement=220
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27859 event=Special Event Lima placement=8
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26891 event=Regional Utrecht placement=87
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26923 event=Regional Utrecht placement=129
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27014 event=Regional Utrecht placement=252
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27112 event=Regional Utrecht placement=375
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/27179 event=Regional Campinas placement=49
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26588 event=Regional Los Angeles placement=105
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26600 event=Regional Los Angeles placement=118
invalid: ambiguous name "Buneary" PRE 83 -> 2 IDs | url=https://limitlesstcg.com/decks/list/26687 event=Regional Los Angeles placement=221
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26244 event=Regional Prague placement=2
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26252 event=Regional Prague placement=10
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26277 event=Regional Prague placement=39
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26295 event=Regional Prague placement=60
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26322 event=Regional Prague placement=90
invalid: unresolved: "Pokémon Center Lady" MEG 123 not in pool | url=https://limitlesstcg.com/decks/list/26357 event=Regional Prague placement=128
